Member,Order,SKU,Created On,Description,Day,Month,Year,Hour
M09736,6529569,15669780,2014-09-04 22:56:00,Sugar,4,9,2014,22
M09736,6529569,15669814,2014-09-04 22:56:00,Jaggery,4,9,2014,22
M09736,6529569,15668465,2014-09-04 22:56:00,Root Vegetables,4,9,2014,22
M09736,6529569,7585573,2014-09-04 22:56:00,Cakes,4,9,2014,22
M09736,6529569,15669767,2014-09-04 22:56:00,Urad Dal,4,9,2014,22
M09736,6529569,7572303,2014-09-04 22:56:00,Namkeen,4,9,2014,22
M09736,6529569,15668381,2014-09-04 22:56:00,Other Vegetables,4,9,2014,22
M09736,6529569,15669869,2014-09-04 22:56:00,Moong Dal,4,9,2014,22
M09736,6529569,15668478,2014-09-04 22:56:00,Banana,4,9,2014,22
M09736,6529569,15669865,2014-09-04 22:56:00,Other Dals,4,9,2014,22
M09736,6529569,15669965,2014-09-04 22:56:00,Raisins,4,9,2014,22
M09736,6529569,15669878,2014-09-04 22:56:00,Toor Dal,4,9,2014,22
M09736,6529569,15669800,2014-09-04 22:56:00,Cashews,4,9,2014,22
M09736,6529569,15669804,2014-09-04 22:56:00,Cashews,4,9,2014,22
M09736,6529569,92388181,2014-09-04 22:56:00,Healthy Snacks,4,9,2014,22
M09736,6549521,15668478,2014-09-09 23:10:00,Banana,9,9,2014,23
M09736,6549521,15669800,2014-09-09 23:10:00,Cashews,9,9,2014,23
M09736,6549521,34989440,2014-09-09 23:10:00,Other Rice Products,9,9,2014,23
M09736,6549521,15669972,2014-09-09 23:10:00,Cashews,9,9,2014,23
M09736,6549521,15669803,2014-09-09 23:10:00,Cashews,9,9,2014,23
M09736,6549521,15669861,2014-09-09 23:10:00,Raw Peanuts,9,9,2014,23
M09736,6549521,21409124,2014-09-09 23:10:00,Sugar Cubes,9,9,2014,23
M09736,6624000,15670245,2014-08-06 08:14:00,Organic F&V,6,8,2014,8
M09736,6624000,7580802,2014-08-06 08:14:00,Sunflower Oils,6,8,2014,8
M09736,6624000,34989440,2014-08-06 08:14:00,Other Rice Products,6,8,2014,8
M09736,6624000,7572303,2014-08-06 08:14:00,Namkeen,6,8,2014,8
M09736,6624000,15668478,2014-08-06 08:14:00,Banana,6,8,2014,8
M09736,6624000,21409124,2014-08-06 08:14:00,Sugar Cubes,6,8,2014,8
M09736,6638454,15669830,2014-08-10 09:40:00,Other Rice Products,10,8,2014,9
M09736,6638454,7572303,2014-08-10 09:40:00,Namkeen,10,8,2014,9
M09736,6638454,15668688,2014-08-10 09:40:00,Root Vegetables,10,8,2014,9
M09736,6638454,15668685,2014-08-10 09:40:00,Beans,10,8,2014,9
M09736,6638454,15669856,2014-08-10 09:40:00,Sugar,10,8,2014,9
M09736,6638454,15669789,2014-08-10 09:40:00,Boiled Rice,10,8,2014,9
M09736,6638454,15668478,2014-08-10 09:40:00,Banana,10,8,2014,9
M09736,6638454,15669767,2014-08-10 09:40:00,Urad Dal,10,8,2014,9
M09736,6672349,15669856,2014-08-01 22:42:00,Sugar,1,8,2014,22
M09736,6672349,34989501,2014-08-01 22:42:00,Other Dals,1,8,2014,22
M09736,6672349,34987568,2014-08-01 22:42:00,Whole Spices,1,8,2014,22
M09736,6672349,15669777,2014-08-01 22:42:00,Urad Dal,1,8,2014,22
M09736,6672349,21409124,2014-08-01 22:42:00,Sugar Cubes,1,8,2014,22
M09736,6672349,7572303,2014-08-01 22:42:00,Namkeen,1,8,2014,22
M09736,6672349,15669859,2014-08-01 22:42:00,Toor Dal,1,8,2014,22
M09736,6672349,15669789,2014-08-01 22:42:00,Boiled Rice,1,8,2014,22
M09736,6672349,15669823,2014-08-01 22:42:00,Whole Spices,1,8,2014,22
M09736,6672349,93025752,2014-08-01 22:42:00,Cream Biscuits,1,8,2014,22
M09736,6672349,15668381,2014-08-01 22:42:00,Other Vegetables,1,8,2014,22
M09736,6672349,15669760,2014-08-01 22:42:00,Whole Spices,1,8,2014,22
M09736,6672349,15669815,2014-08-01 22:42:00,Jaggery,1,8,2014,22
M09736,6672349,15668685,2014-08-01 22:42:00,Beans,1,8,2014,22
M09736,6723554,15668478,2014-07-09 23:00:00,Banana,9,7,2014,23
M09736,6723554,7637248,2014-07-09 23:00:00,Mosquito Repellent,9,7,2014,23
M09736,6759502,15669884,2014-07-01 17:55:00,Whole Spices,1,7,2014,17
M09736,6759502,29247229,2014-07-01 17:55:00,Whole Spices,1,7,2014,17
M09736,6774006,15669777,2014-07-05 19:18:00,Urad Dal,5,7,2014,19
M09736,6774006,7623116,2014-07-05 19:18:00,Liquid Soaps & Bars,5,7,2014,19
M09736,6774006,15669830,2014-07-05 19:18:00,Other Rice Products,5,7,2014,19
M09736,6774006,15669874,2014-07-05 19:18:00,Avalakki / Poha,5,7,2014,19
M09736,6774006,34986119,2014-07-05 19:18:00,Whole Spices,5,7,2014,19
M09736,6774006,15669856,2014-07-05 19:18:00,Sugar,5,7,2014,19
M09736,6774006,15669764,2014-07-05 19:18:00,Besan,5,7,2014,19
M09736,6774006,15669789,2014-07-05 19:18:00,Boiled Rice,5,7,2014,19
M09736,6774006,15669778,2014-07-05 19:18:00,Other Dals,5,7,2014,19
M09736,6774006,15669782,2014-07-05 19:18:00,Raw Rice,5,7,2014,19
M09736,6774006,7572306,2014-07-05 19:18:00,Snacky Nuts,5,7,2014,19
M09736,6774006,15669871,2014-07-05 19:18:00,Other Rice Products,5,7,2014,19
M09736,6774006,15668478,2014-07-05 19:18:00,Banana,5,7,2014,19
M09736,6774006,15669772,2014-07-05 19:18:00,Other Dals,5,7,2014,19
M09736,6774006,15668379,2014-07-05 19:18:00,Other Vegetables,5,7,2014,19
M09736,7874962,34989501,2014-06-11 10:38:00,Other Dals,11,6,2014,10
M09736,7874962,15669859,2014-06-11 10:38:00,Toor Dal,11,6,2014,10
M09736,7874962,15668379,2014-06-11 10:38:00,Other Vegetables,11,6,2014,10
M09736,7874962,15668478,2014-06-11 10:38:00,Banana,11,6,2014,10
M09736,7874962,7569805,2014-06-11 10:38:00,Namkeen,11,6,2014,10
M09736,7874962,7623116,2014-06-11 10:38:00,Liquid Soaps & Bars,11,6,2014,10
M09736,7874962,29247171,2014-06-11 10:38:00,Whole Spices,11,6,2014,10
M09736,7874962,15668685,2014-06-11 10:38:00,Beans,11,6,2014,10
M09736,7874962,15668465,2014-06-11 10:38:00,Root Vegetables,11,6,2014,10
M09736,7874962,15668377,2014-06-11 10:38:00,Root Vegetables,11,6,2014,10
M09736,7874962,15668468,2014-06-11 10:38:00,Beans,11,6,2014,10
M09736,7874962,15669856,2014-06-11 10:38:00,Sugar,11,6,2014,10
M09736,7969005,15668381,2014-05-07 08:57:00,Other Vegetables,7,5,2014,8
M09736,7969005,15669861,2014-05-07 08:57:00,Raw Peanuts,7,5,2014,8
M09736,7969005,15668521,2014-05-07 08:57:00,Bread,7,5,2014,8
M09736,7969005,15668478,2014-05-07 08:57:00,Banana,7,5,2014,8
M09736,7980335,7572306,2014-05-11 10:52:00,Snacky Nuts,11,5,2014,10
M09736,7980335,15668478,2014-05-11 10:52:00,Banana,11,5,2014,10
M09736,7980335,34989501,2014-05-11 10:52:00,Other Dals,11,5,2014,10
M09736,7980335,15669777,2014-05-11 10:52:00,Urad Dal,11,5,2014,10
M09736,7980335,21409124,2014-05-11 10:52:00,Sugar Cubes,11,5,2014,10
M09736,7980335,15668465,2014-05-11 10:52:00,Root Vegetables,11,5,2014,10
M09736,7980335,15669859,2014-05-11 10:52:00,Toor Dal,11,5,2014,10
M09736,7980335,15669789,2014-05-11 10:52:00,Boiled Rice,11,5,2014,10
M09736,7980335,34989440,2014-05-11 10:52:00,Other Rice Products,11,5,2014,10
M09736,7980335,15669856,2014-05-11 10:52:00,Sugar,11,5,2014,10
M09736,8026271,15669815,2014-05-04 09:52:00,Jaggery,4,5,2014,9
M09736,8026271,15669884,2014-05-04 09:52:00,Whole Spices,4,5,2014,9
M09736,8026271,15669764,2014-05-04 09:52:00,Besan,4,5,2014,9
M09736,8026271,7569805,2014-05-04 09:52:00,Namkeen,4,5,2014,9
M09736,8026271,15668381,2014-05-04 09:52:00,Other Vegetables,4,5,2014,9
M09736,8026271,34986129,2014-05-04 09:52:00,Whole Spices,4,5,2014,9
M09736,8026271,93025752,2014-05-04 09:52:00,Cream Biscuits,4,5,2014,9
M09736,8026271,15668685,2014-05-04 09:52:00,Beans,4,5,2014,9
M09736,8026271,29247229,2014-05-04 09:52:00,Whole Spices,4,5,2014,9
M09736,8026271,7585571,2014-05-04 09:52:00,Cakes,4,5,2014,9
M09736,8026271,15668478,2014-05-04 09:52:00,Banana,4,5,2014,9
M09736,8030611,34989440,2014-04-08 23:21:00,Other Rice Products,8,4,2014,23
M09736,8039388,15668468,2014-04-12 11:47:00,Beans,12,4,2014,11
M09736,8039388,21409124,2014-04-12 11:47:00,Sugar Cubes,12,4,2014,11
M09736,8039388,15669777,2014-04-12 11:47:00,Urad Dal,12,4,2014,11
M09736,8039388,7580802,2014-04-12 11:47:00,Sunflower Oils,12,4,2014,11
M09736,8039388,15668521,2014-04-12 11:47:00,Bread,12,4,2014,11
M09736,8039388,34990774,2014-04-12 11:47:00,Eggs,12,4,2014,11
M09736,8039388,15668465,2014-04-12 11:47:00,Root Vegetables,12,4,2014,11
M09736,8039388,15669772,2014-04-12 11:47:00,Other Dals,12,4,2014,11
M09736,8039388,15669965,2014-04-12 11:47:00,Raisins,12,4,2014,11
M09736,8039388,15668381,2014-04-12 11:47:00,Other Vegetables,12,4,2014,11
M09736,8039388,7547323,2014-04-12 11:47:00,Liquid Soaps & Bars,12,4,2014,11
M09736,8039388,7572306,2014-04-12 11:47:00,Snacky Nuts,12,4,2014,11
M09736,8039388,15668379,2014-04-12 11:47:00,Other Vegetables,12,4,2014,11
M09736,8039388,15669783,2014-04-12 11:47:00,Sooji & Rava,12,4,2014,11
M09736,8039388,15668416,2014-04-12 11:47:00,Banana,12,4,2014,11
M09736,8039388,15669856,2014-04-12 11:47:00,Sugar,12,4,2014,11
M09736,8087495,7572306,2014-04-05 11:43:00,Snacky Nuts,5,4,2014,11
M09736,8087495,21409124,2014-04-05 11:43:00,Sugar Cubes,5,4,2014,11
M09736,8087495,34989441,2014-04-05 11:43:00,Soya Products,5,4,2014,11
M09736,8087495,15668381,2014-04-05 11:43:00,Other Vegetables,5,4,2014,11
M09736,8087495,15669777,2014-04-05 11:43:00,Urad Dal,5,4,2014,11
M09736,8087495,93025752,2014-04-05 11:43:00,Cream Biscuits,5,4,2014,11
M09736,8087495,34989501,2014-04-05 11:43:00,Other Dals,5,4,2014,11
M09736,8087495,34989595,2014-04-05 11:43:00,Raisins,5,4,2014,11
M09736,8087495,15669863,2014-04-05 11:43:00,Moong Dal,5,4,2014,11
M09736,8087495,15669871,2014-04-05 11:43:00,Other Rice Products,5,4,2014,11
M09736,8087495,15669859,2014-04-05 11:43:00,Toor Dal,5,4,2014,11
M09736,8087495,15668468,2014-04-05 11:43:00,Beans,5,4,2014,11
M09736,8087495,15668465,2014-04-05 11:43:00,Root Vegetables,5,4,2014,11
M09736,8087495,15669856,2014-04-05 11:43:00,Sugar,5,4,2014,11
M09736,8087495,15668416,2014-04-05 11:43:00,Banana,5,4,2014,11
M09736,8087495,15668377,2014-04-05 11:43:00,Root Vegetables,5,4,2014,11
M09736,8087495,15669965,2014-04-05 11:43:00,Raisins,5,4,2014,11
M09736,8087495,15669797,2014-04-05 11:43:00,Raisins,5,4,2014,11
M09736,8093634,7585571,2014-04-07 12:37:00,Cakes,7,4,2014,12
M09736,8143489,34990774,2014-03-04 10:53:00,Eggs,4,3,2014,10
M09736,8143489,7569805,2014-03-04 10:53:00,Namkeen,4,3,2014,10
M09736,8143489,15668416,2014-03-04 10:53:00,Banana,4,3,2014,10
M09736,8143489,15669772,2014-03-04 10:53:00,Other Dals,4,3,2014,10
M09736,8143489,15668685,2014-03-04 10:53:00,Beans,4,3,2014,10
M09736,8143489,15668462,2014-03-04 10:53:00,Gourd & Cucumber,4,3,2014,10
M09736,8143489,15668465,2014-03-04 10:53:00,Root Vegetables,4,3,2014,10
M09736,8143489,15668451,2014-03-04 10:53:00,Brinjals,4,3,2014,10
M09736,8143489,15668468,2014-03-04 10:53:00,Beans,4,3,2014,10
M09736,8143489,15668381,2014-03-04 10:53:00,Other Vegetables,4,3,2014,10
M09736,8143489,34989441,2014-03-04 10:53:00,Soya Products,4,3,2014,10
M09736,8143489,7570695,2014-03-04 10:53:00,Hair Oil,4,3,2014,10
M09736,8143489,15669799,2014-03-04 10:53:00,Raisins,4,3,2014,10
M09736,8156232,15668416,2014-03-09 22:52:00,Banana,9,3,2014,22
M09736,8156232,21409124,2014-03-09 22:52:00,Sugar Cubes,9,3,2014,22
M09736,8156232,15669778,2014-03-09 22:52:00,Other Dals,9,3,2014,22
M09736,8156232,34990774,2014-03-09 22:52:00,Eggs,9,3,2014,22
M09736,8156232,15668521,2014-03-09 22:52:00,Bread,9,3,2014,22
M09736,8156232,15668468,2014-03-09 22:52:00,Beans,9,3,2014,22
M09736,8156232,7569805,2014-03-09 22:52:00,Namkeen,9,3,2014,22
M09736,8156232,7548511,2014-03-09 22:52:00,Liquid Soaps & Bars,9,3,2014,22
M09736,8156232,34990551,2014-03-09 22:52:00,Cream Biscuits,9,3,2014,22
M09736,8156232,15669767,2014-03-09 22:52:00,Urad Dal,9,3,2014,22
M09736,8156232,34988584,2014-03-09 22:52:00,Ground Coffee,9,3,2014,22
M09736,8156232,15669789,2014-03-09 22:52:00,Boiled Rice,9,3,2014,22
M09736,8156232,15669884,2014-03-09 22:52:00,Whole Spices,9,3,2014,22
M09736,8156232,15669856,2014-03-09 22:52:00,Sugar,9,3,2014,22
M09736,8156232,15669810,2014-03-09 22:52:00,Almonds,9,3,2014,22
M09736,8156232,15669799,2014-03-09 22:52:00,Raisins,9,3,2014,22
M09736,8156232,15669874,2014-03-09 22:52:00,Avalakki / Poha,9,3,2014,22
M09736,8156232,7572306,2014-03-09 22:52:00,Snacky Nuts,9,3,2014,22
M09736,8156232,15669772,2014-03-09 22:52:00,Other Dals,9,3,2014,22
M09736,8204275,15669871,2014-02-02 17:36:00,Other Rice Products,2,2,2014,17
M09736,8204275,15669784,2014-02-02 17:36:00,Basmati Rice,2,2,2014,17
M09736,8215927,15668521,2014-02-08 09:51:00,Bread,8,2,2014,9
M09736,8215927,15669767,2014-02-08 09:51:00,Urad Dal,8,2,2014,9
M09736,8215927,15668467,2014-02-08 09:51:00,Beans,8,2,2014,9
M09736,8215927,34989207,2014-02-08 09:51:00,Corn Snacks,8,2,2014,9
M09736,8215927,7569805,2014-02-08 09:51:00,Namkeen,8,2,2014,9
M09736,8215927,15668416,2014-02-08 09:51:00,Banana,8,2,2014,9
M09736,8215927,15669856,2014-02-08 09:51:00,Sugar,8,2,2014,9
M09736,8215927,15669789,2014-02-08 09:51:00,Boiled Rice,8,2,2014,9
M09736,8215927,7572306,2014-02-08 09:51:00,Snacky Nuts,8,2,2014,9
M09736,8215927,34989501,2014-02-08 09:51:00,Other Dals,8,2,2014,9
M09736,8215927,7548511,2014-02-08 09:51:00,Liquid Soaps & Bars,8,2,2014,9
M09736,8215927,15669760,2014-02-08 09:51:00,Whole Spices,8,2,2014,9
M09736,8215927,15669821,2014-02-08 09:51:00,Whole Spices,8,2,2014,9
M09736,8215927,15669815,2014-02-08 09:51:00,Jaggery,8,2,2014,9
M09736,8215927,15668377,2014-02-08 09:51:00,Root Vegetables,8,2,2014,9
M09736,8215927,15669830,2014-02-08 09:51:00,Other Rice Products,8,2,2014,9
M09736,8215927,7548497,2014-02-08 09:51:00,Liquid Soaps & Bars,8,2,2014,9
M09736,8215927,15668381,2014-02-08 09:51:00,Other Vegetables,8,2,2014,9
M09736,8215927,34989209,2014-02-08 09:51:00,Corn Snacks,8,2,2014,9
M09736,8219272,15669799,2014-02-08 23:16:00,Raisins,8,2,2014,23
M09736,8219272,21409124,2014-02-08 23:16:00,Sugar Cubes,8,2,2014,23
M09736,8219272,15668685,2014-02-08 23:16:00,Beans,8,2,2014,23
M09736,8225869,15668467,2014-01-12 08:54:00,Beans,12,1,2014,8
M09736,8225869,7572306,2014-01-12 08:54:00,Snacky Nuts,12,1,2014,8
M09736,8225869,7586526,2014-01-12 08:54:00,Snacky Nuts,12,1,2014,8
M09736,8225869,15668416,2014-01-12 08:54:00,Banana,12,1,2014,8
M09736,8225869,7593949,2014-01-12 08:54:00,Cream Biscuits,12,1,2014,8
M09736,8225869,34989209,2014-01-12 08:54:00,Corn Snacks,12,1,2014,8
M09736,8225869,15668377,2014-01-12 08:54:00,Root Vegetables,12,1,2014,8
M09736,8280028,15668469,2014-01-05 22:32:00,Beans,5,1,2014,22
M09736,8280028,15668379,2014-01-05 22:32:00,Other Vegetables,5,1,2014,22
M09736,8280028,34990774,2014-01-05 22:32:00,Eggs,5,1,2014,22
M09736,8280028,7569805,2014-01-05 22:32:00,Namkeen,5,1,2014,22
M09736,8280028,15668478,2014-01-05 22:32:00,Banana,5,1,2014,22
M09736,8280028,15668375,2014-01-05 22:32:00,Root Vegetables,5,1,2014,22
M09736,8280028,15668465,2014-01-05 22:32:00,Root Vegetables,5,1,2014,22
M09736,8280028,7573939,2014-01-05 22:32:00,Wafers,5,1,2014,22
M09736,8282353,7623116,2014-01-07 17:50:00,Liquid Soaps & Bars,7,1,2014,17
M09736,8282353,15669807,2014-01-07 17:50:00,Other Dry Fruits,7,1,2014,17
M09736,8282353,15669804,2014-01-07 17:50:00,Cashews,7,1,2014,17
M09736,8282353,7548497,2014-01-07 17:50:00,Liquid Soaps & Bars,7,1,2014,17
M09736,8282353,15669772,2014-01-07 17:50:00,Other Dals,7,1,2014,17
M09736,8282353,92436826,2014-01-07 17:50:00,Washing Bars,7,1,2014,17
M09736,8282353,15669821,2014-01-07 17:50:00,Whole Spices,7,1,2014,17
M09736,8282353,15668521,2014-01-07 17:50:00,Bread,7,1,2014,17
M09736,8282353,15669789,2014-01-07 17:50:00,Boiled Rice,7,1,2014,17
M09736,8282353,15668381,2014-01-07 17:50:00,Other Vegetables,7,1,2014,17
M09736,8282353,15669780,2014-01-07 17:50:00,Sugar,7,1,2014,17
M09736,8355751,15669815,2013-12-07 11:13:00,Jaggery,7,12,2013,11
M09736,8355751,15668688,2013-12-07 11:13:00,Root Vegetables,7,12,2013,11
M09736,8355751,7586147,2013-12-07 11:13:00,Instant Pastas,7,12,2013,11
M09736,8355751,7569805,2013-12-07 11:13:00,Namkeen,7,12,2013,11
M09736,8355751,34990774,2013-12-07 11:13:00,Eggs,7,12,2013,11
M09736,8355751,15669780,2013-12-07 11:13:00,Sugar,7,12,2013,11
M09736,8355751,15669790,2013-12-07 11:13:00,Other Rice Products,7,12,2013,11
M09736,8355751,15668469,2013-12-07 11:13:00,Beans,7,12,2013,11
M09736,8355751,15668465,2013-12-07 11:13:00,Root Vegetables,7,12,2013,11
M09736,8355751,15668375,2013-12-07 11:13:00,Root Vegetables,7,12,2013,11
M09736,8355751,15668478,2013-12-07 11:13:00,Banana,7,12,2013,11
M09736,8355751,15668379,2013-12-07 11:13:00,Other Vegetables,7,12,2013,11
M39021,6535983,7580802,2014-09-06 14:53:00,Sunflower Oils,6,9,2014,14
M39021,6535983,15668378,2014-09-06 14:53:00,Other Vegetables,6,9,2014,14
M39021,6535983,15668469,2014-09-06 14:53:00,Beans,6,9,2014,14
M39021,6535983,15669789,2014-09-06 14:53:00,Boiled Rice,6,9,2014,14
M39021,6535983,15668375,2014-09-06 14:53:00,Root Vegetables,6,9,2014,14
M39021,6535983,15669760,2014-09-06 14:53:00,Whole Spices,6,9,2014,14
M39021,6535983,15669778,2014-09-06 14:53:00,Other Dals,6,9,2014,14
M39021,6535983,15669884,2014-09-06 14:53:00,Whole Spices,6,9,2014,14
M39021,6535983,15668460,2014-09-06 14:53:00,Gourd & Cucumber,6,9,2014,14
M39021,6535983,15669777,2014-09-06 14:53:00,Urad Dal,6,9,2014,14
M39021,6535983,15669857,2014-09-06 14:53:00,Raw Peanuts,6,9,2014,14
M39021,6640545,15669875,2014-08-10 21:03:00,Toor Dal,10,8,2014,21
M39021,6640545,15668375,2014-08-10 21:03:00,Root Vegetables,10,8,2014,21
M39021,6640545,15668460,2014-08-10 21:03:00,Gourd & Cucumber,10,8,2014,21
M39021,6640545,7580802,2014-08-10 21:03:00,Sunflower Oils,10,8,2014,21
M39021,6640545,7572252,2014-08-10 21:03:00,Cooking Paste,10,8,2014,21
M39021,6640545,15669790,2014-08-10 21:03:00,Other Rice Products,10,8,2014,21
M39021,6640545,15669789,2014-08-10 21:03:00,Boiled Rice,10,8,2014,21
M39021,6640545,15668451,2014-08-10 21:03:00,Brinjals,10,8,2014,21
M39021,6640545,15668378,2014-08-10 21:03:00,Other Vegetables,10,8,2014,21
M39021,6640545,15669872,2014-08-10 21:03:00,Avalakki / Poha,10,8,2014,21
M39021,6672883,15668462,2014-08-02 11:36:00,Gourd & Cucumber,2,8,2014,11
M39021,6672883,15668467,2014-08-02 11:36:00,Beans,2,8,2014,11
M39021,6672883,15668463,2014-08-02 11:36:00,Gourd & Cucumber,2,8,2014,11
M39021,6672883,15668470,2014-08-02 11:36:00,Beans,2,8,2014,11
M39021,6672883,15669778,2014-08-02 11:36:00,Other Dals,2,8,2014,11
M39021,6672883,15669875,2014-08-02 11:36:00,Toor Dal,2,8,2014,11
M39021,6672883,15668378,2014-08-02 11:36:00,Other Vegetables,2,8,2014,11
M39021,6672883,7580802,2014-08-02 11:36:00,Sunflower Oils,2,8,2014,11
M39021,6672883,15668451,2014-08-02 11:36:00,Brinjals,2,8,2014,11
M39021,6672883,15669777,2014-08-02 11:36:00,Urad Dal,2,8,2014,11
M39021,6672883,15669872,2014-08-02 11:36:00,Avalakki / Poha,2,8,2014,11
M39021,6672883,15669857,2014-08-02 11:36:00,Raw Peanuts,2,8,2014,11
M39021,6672883,7572252,2014-08-02 11:36:00,Cooking Paste,2,8,2014,11
M39021,6777380,7580802,2014-07-06 13:24:00,Sunflower Oils,6,7,2014,13
M39021,6777380,15669790,2014-07-06 13:24:00,Other Rice Products,6,7,2014,13
M39021,6777380,15668377,2014-07-06 13:24:00,Root Vegetables,6,7,2014,13
M39021,6777380,15668381,2014-07-06 13:24:00,Other Vegetables,6,7,2014,13
M39021,6777380,15669789,2014-07-06 13:24:00,Boiled Rice,6,7,2014,13
M39021,6777380,15668453,2014-07-06 13:24:00,Brinjals,6,7,2014,13
M39021,6777380,15668466,2014-07-06 13:24:00,Root Vegetables,6,7,2014,13
M39021,7399130,15669777,2013-10-07 00:09:00,Urad Dal,7,10,2013,0
M39021,7399130,15669790,2013-10-07 00:09:00,Other Rice Products,7,10,2013,0
M39021,7399130,15669789,2013-10-07 00:09:00,Boiled Rice,7,10,2013,0
M39021,7399130,15669821,2013-10-07 00:09:00,Whole Spices,7,10,2013,0
M39021,7399130,15669884,2013-10-07 00:09:00,Whole Spices,7,10,2013,0
M39021,7399130,15669829,2013-10-07 00:09:00,Raw Rice,7,10,2013,0
M39021,7399130,15669872,2013-10-07 00:09:00,Avalakki / Poha,7,10,2013,0
M39021,7399130,7570928,2013-10-07 00:09:00,Shaving Brush,7,10,2013,0
M39021,7399130,15669817,2013-10-07 00:09:00,Whole Spices,7,10,2013,0
M39021,7417716,15668521,2013-09-10 08:50:00,Bread,10,9,2013,8
M39021,7417716,15668687,2013-09-10 08:50:00,Root Vegetables,10,9,2013,8
M39021,7417716,15668457,2013-09-10 08:50:00,Brinjals,10,9,2013,8
M39021,7417716,15668458,2013-09-10 08:50:00,Brinjals,10,9,2013,8
M39021,7417716,15668381,2013-09-10 08:50:00,Other Vegetables,10,9,2013,8
M39021,7417716,15668480,2013-09-10 08:50:00,Bread,10,9,2013,8
M39021,7417716,7580802,2013-09-10 08:50:00,Sunflower Oils,10,9,2013,8
M39021,7468811,15669958,2013-09-01 18:52:00,Other Dry Fruits,1,9,2013,18
M39021,7468811,15669961,2013-09-01 18:52:00,Other Dry Fruits,1,9,2013,18
M39021,7468811,15669872,2013-09-01 18:52:00,Avalakki / Poha,1,9,2013,18
M39021,7468811,7580802,2013-09-01 18:52:00,Sunflower Oils,1,9,2013,18
M39021,7468811,7637309,2013-09-01 18:52:00,Mosquito Repellent,1,9,2013,18
M39021,7486720,15669857,2013-08-03 21:29:00,Raw Peanuts,3,8,2013,21
M39021,7486720,15669878,2013-08-03 21:29:00,Toor Dal,3,8,2013,21
M39021,7486720,7580802,2013-08-03 21:29:00,Sunflower Oils,3,8,2013,21
M39021,7486720,15668453,2013-08-03 21:29:00,Brinjals,3,8,2013,21
M39021,7486720,15668458,2013-08-03 21:29:00,Brinjals,3,8,2013,21
M39021,7486720,15668469,2013-08-03 21:29:00,Beans,3,8,2013,21
M39021,7486720,15668379,2013-08-03 21:29:00,Other Vegetables,3,8,2013,21
M39021,7864769,15668460,2014-06-07 20:45:00,Gourd & Cucumber,7,6,2014,20
M39021,7864769,15668453,2014-06-07 20:45:00,Brinjals,7,6,2014,20
M39021,7864769,15669814,2014-06-07 20:45:00,Jaggery,7,6,2014,20
M39021,7864769,15668379,2014-06-07 20:45:00,Other Vegetables,7,6,2014,20
M39021,7864769,15668375,2014-06-07 20:45:00,Root Vegetables,7,6,2014,20
M39021,7864769,7580802,2014-06-07 20:45:00,Sunflower Oils,7,6,2014,20
M39021,7864769,15669878,2014-06-07 20:45:00,Toor Dal,7,6,2014,20
M39021,7864769,15668683,2014-06-07 20:45:00,Beans,7,6,2014,20
M39021,7864769,7572252,2014-06-07 20:45:00,Cooking Paste,7,6,2014,20
M39021,7911131,15668460,2014-06-01 15:07:00,Gourd & Cucumber,1,6,2014,15
M39021,7911131,15669878,2014-06-01 15:07:00,Toor Dal,1,6,2014,15
M39021,7911131,15669790,2014-06-01 15:07:00,Other Rice Products,1,6,2014,15
M39021,7911131,15669777,2014-06-01 15:07:00,Urad Dal,1,6,2014,15
M39021,7911131,15668467,2014-06-01 15:07:00,Beans,1,6,2014,15
M39021,7911131,15669789,2014-06-01 15:07:00,Boiled Rice,1,6,2014,15
M39021,7911131,15668379,2014-06-01 15:07:00,Other Vegetables,1,6,2014,15
M39021,7911131,15668453,2014-06-01 15:07:00,Brinjals,1,6,2014,15
M39021,7911131,15668377,2014-06-01 15:07:00,Root Vegetables,1,6,2014,15
M39021,7963049,15668467,2014-05-04 22:45:00,Beans,4,5,2014,22
M39021,7963049,15669775,2014-05-04 22:45:00,Sooji & Rava,4,5,2014,22
M39021,7963049,15668466,2014-05-04 22:45:00,Root Vegetables,4,5,2014,22
M39021,7963049,15668381,2014-05-04 22:45:00,Other Vegetables,4,5,2014,22
M39021,7963049,15668380,2014-05-04 22:45:00,Other Vegetables,4,5,2014,22
M39021,7963049,7580802,2014-05-04 22:45:00,Sunflower Oils,4,5,2014,22
M39021,7963049,15669856,2014-05-04 22:45:00,Sugar,4,5,2014,22
M39021,7963049,15669872,2014-05-04 22:45:00,Avalakki / Poha,4,5,2014,22
M39021,7963049,15668377,2014-05-04 22:45:00,Root Vegetables,4,5,2014,22
M39021,7963049,15669875,2014-05-04 22:45:00,Toor Dal,4,5,2014,22
M39021,8137335,15668470,2014-03-01 22:05:00,Beans,1,3,2014,22
M39021,8137335,15669770,2014-03-01 22:05:00,Other Flours,1,3,2014,22
M39021,8137335,15669775,2014-03-01 22:05:00,Sooji & Rava,1,3,2014,22
M39021,8137335,15669790,2014-03-01 22:05:00,Other Rice Products,1,3,2014,22
M39021,8137335,15669789,2014-03-01 22:05:00,Boiled Rice,1,3,2014,22
M39021,8137335,15668460,2014-03-01 22:05:00,Gourd & Cucumber,1,3,2014,22
M39021,8137335,15668375,2014-03-01 22:05:00,Root Vegetables,1,3,2014,22
