Member,Order,SKU,Created On,Description,Day,Month,Year,Hour
M78720,7618962,7598720,2013-05-09 15:07:00,Agarbatti,9,5,2013,15
M78720,7618962,15670251,2013-05-09 15:07:00,Organic F&V,9,5,2013,15
M78720,7618962,15669803,2013-05-09 15:07:00,Cashews,9,5,2013,15
M78720,7618962,15669860,2013-05-09 15:07:00,Moong Dal,9,5,2013,15
M78720,7618962,15669858,2013-05-09 15:07:00,Boiled Rice,9,5,2013,15
M78720,7618962,34986404,2013-05-09 15:07:00,Milk Drinks,9,5,2013,15
M78720,7618962,34986403,2013-05-09 15:07:00,Milk Drinks,9,5,2013,15
M78720,7618962,7579535,2013-05-09 15:07:00,Other Sweets,9,5,2013,15
M78720,7618962,34986402,2013-05-09 15:07:00,Milk Drinks,9,5,2013,15
M78720,7618962,15668478,2013-05-09 15:07:00,Banana,9,5,2013,15
M78720,7619998,15668467,2013-05-10 11:07:00,Beans,10,5,2013,11
M78720,7619998,15668379,2013-05-10 11:07:00,Other Vegetables,10,5,2013,11
M78720,7619998,15668465,2013-05-10 11:07:00,Root Vegetables,10,5,2013,11
M78720,7866103,7587492,2014-06-07 22:05:00,"Organic Salt,Sugar & Jaggery",7,6,2014,22
M78720,7866103,7586551,2014-06-07 22:05:00,Chips,7,6,2014,22
M78720,7866103,7586308,2014-06-07 22:05:00,Chips,7,6,2014,22
M78720,7866103,7572303,2014-06-07 22:05:00,Namkeen,7,6,2014,22
M78720,7866103,15668478,2014-06-07 22:05:00,Banana,7,6,2014,22
M78720,7866103,34987220,2014-06-07 22:05:00,Ice Creams & Desserts,7,6,2014,22
M78720,7866103,7586502,2014-06-07 22:05:00,Chips,7,6,2014,22
M78720,7866103,34987615,2014-06-07 22:05:00,Milk,7,6,2014,22
M78720,7866103,7753738,2014-06-07 22:05:00,Health Drinks,7,6,2014,22
M78720,7866103,7569801,2014-06-07 22:05:00,Namkeen,7,6,2014,22
M78720,7866103,7571761,2014-06-07 22:05:00,Shampoo,7,6,2014,22
M78720,7866103,7599091,2014-06-07 22:05:00,Namkeen,7,6,2014,22
M78720,7866103,15670251,2014-06-07 22:05:00,Organic F&V,7,6,2014,22
M78720,7866103,15668465,2014-06-07 22:05:00,Root Vegetables,7,6,2014,22
M78720,7866103,15668519,2014-06-07 22:05:00,Bread,7,6,2014,22
M78720,8136818,15669875,2014-03-02 08:56:00,Toor Dal,2,3,2014,8
M78720,8136818,7718555,2014-03-02 08:56:00,Other Oils,2,3,2014,8
M78720,8136818,7586549,2014-03-02 08:56:00,Namkeen,2,3,2014,8
M78720,8136818,7753787,2014-03-02 08:56:00,Health Drinks,2,3,2014,8
M78720,8136818,7586502,2014-03-02 08:56:00,Chips,2,3,2014,8
M78720,8136818,15668381,2014-03-02 08:56:00,Other Vegetables,2,3,2014,8
M78720,8136818,34988771,2014-03-02 08:56:00,Other Sweets,2,3,2014,8
M78720,8136818,15668478,2014-03-02 08:56:00,Banana,2,3,2014,8
M78720,8136818,7586308,2014-03-02 08:56:00,Chips,2,3,2014,8
M78720,8136818,15668468,2014-03-02 08:56:00,Beans,2,3,2014,8
M78720,8136818,7586072,2014-03-02 08:56:00,Instant Pastas,2,3,2014,8
M78720,8136818,15670251,2014-03-02 08:56:00,Organic F&V,2,3,2014,8
M78720,8136818,7571454,2014-03-02 08:56:00,Cream Biscuits,2,3,2014,8
M78720,8136818,6884195,2014-03-02 08:56:00,Instant Noodles,2,3,2014,8
M78720,8136818,15669910,2014-03-02 08:56:00,Brinjals,2,3,2014,8
M78720,8136818,15668520,2014-03-02 08:56:00,Bread,2,3,2014,8
M78720,8136818,7617882,2014-03-02 08:56:00,Ready Mix,2,3,2014,8
M78720,8153565,7753738,2014-03-08 22:30:00,Health Drinks,8,3,2014,22
M78720,8153565,7571454,2014-03-08 22:30:00,Cream Biscuits,8,3,2014,22
M78720,8153565,7586549,2014-03-08 22:30:00,Namkeen,8,3,2014,22
M78720,8153565,7586339,2014-03-08 22:30:00,Namkeen,8,3,2014,22
M78720,8153565,7628085,2014-03-08 22:30:00,Basmati Rice,8,3,2014,22
M78720,8153565,7586308,2014-03-08 22:30:00,Chips,8,3,2014,22
M78720,8153565,7718555,2014-03-08 22:30:00,Other Oils,8,3,2014,22
M78720,8219385,7586502,2014-02-08 22:54:00,Chips,8,2,2014,22
M78720,8219385,7586549,2014-02-08 22:54:00,Namkeen,8,2,2014,22
M78720,8219385,7583544,2014-02-08 22:54:00,Face Cream,8,2,2014,22
M78720,8219385,7624788,2014-02-08 22:54:00,Ghee,8,2,2014,22
M78720,8219385,34992544,2014-02-08 22:54:00,Instant Pastas,8,2,2014,22
M78720,8219385,7599091,2014-02-08 22:54:00,Namkeen,8,2,2014,22
M78720,8219385,15668465,2014-02-08 22:54:00,Root Vegetables,8,2,2014,22
M78720,8219385,7718555,2014-02-08 22:54:00,Other Oils,8,2,2014,22
M78720,8219385,15668520,2014-02-08 22:54:00,Bread,8,2,2014,22
M78720,8219385,34986401,2014-02-08 22:54:00,Yogurt & Lassi,8,2,2014,22
M78720,8219385,15668381,2014-02-08 22:54:00,Other Vegetables,8,2,2014,22
M78720,8219385,34989687,2014-02-08 22:54:00,Ice Cream,8,2,2014,22
M78720,8226414,7718555,2014-01-11 21:09:00,Other Oils,11,1,2014,21
M78720,8226414,7586072,2014-01-11 21:09:00,Instant Pastas,11,1,2014,21
M78720,8226414,7586308,2014-01-11 21:09:00,Chips,11,1,2014,21
M78720,8226414,15668467,2014-01-11 21:09:00,Beans,11,1,2014,21
M78720,8226414,34991563,2014-01-11 21:09:00,Cotton & Bandages,11,1,2014,21
M78720,8226414,15668478,2014-01-11 21:09:00,Banana,11,1,2014,21
M78720,8226414,15668377,2014-01-11 21:09:00,Root Vegetables,11,1,2014,21
M78720,8226414,7571761,2014-01-11 21:09:00,Shampoo,11,1,2014,21
M78720,8226414,15668521,2014-01-11 21:09:00,Bread,11,1,2014,21
M78720,8226414,93025752,2014-01-11 21:09:00,Cream Biscuits,11,1,2014,21
M78720,8226414,7628085,2014-01-11 21:09:00,Basmati Rice,11,1,2014,21
M78720,8226414,7586147,2014-01-11 21:09:00,Instant Pastas,11,1,2014,21
M78720,8226414,15669876,2014-01-11 21:09:00,Toor Dal,11,1,2014,21
M78720,8226414,15668458,2014-01-11 21:09:00,Brinjals,11,1,2014,21
M78720,8277706,15668375,2014-01-04 22:41:00,Root Vegetables,4,1,2014,22
M78720,8277706,15668465,2014-01-04 22:41:00,Root Vegetables,4,1,2014,22
M78720,8277706,15668379,2014-01-04 22:41:00,Other Vegetables,4,1,2014,22
M78720,8277706,15668381,2014-01-04 22:41:00,Other Vegetables,4,1,2014,22
M78720,8277706,15668520,2014-01-04 22:41:00,Bread,4,1,2014,22
M78720,8277706,15669828,2014-01-04 22:41:00,Boiled Rice,4,1,2014,22
M78720,8277706,7753740,2014-01-04 22:41:00,Health Drinks,4,1,2014,22
M78720,8277706,15668478,2014-01-04 22:41:00,Banana,4,1,2014,22
M78720,8290833,15668478,2013-12-07 14:46:00,Banana,7,12,2013,14
M78720,8290833,7572304,2013-12-07 14:46:00,Namkeen,7,12,2013,14
M78720,8290833,15668379,2013-12-07 14:46:00,Other Vegetables,7,12,2013,14
M78720,8290833,7548497,2013-12-07 14:46:00,Liquid Soaps & Bars,7,12,2013,14
M78720,8290833,15668519,2013-12-07 14:46:00,Bread,7,12,2013,14
M78720,8290833,15668467,2013-12-07 14:46:00,Beans,7,12,2013,14
M78720,8290833,21410792,2013-12-07 14:46:00,Cookies,7,12,2013,14
M78720,8290833,34988771,2013-12-07 14:46:00,Other Sweets,7,12,2013,14
M78720,8290833,34989453,2013-12-07 14:46:00,Cut Vegetables,7,12,2013,14
M78720,8290833,7579535,2013-12-07 14:46:00,Other Sweets,7,12,2013,14
M78720,8290833,15668457,2013-12-07 14:46:00,Brinjals,7,12,2013,14
M78720,8290833,15668685,2013-12-07 14:46:00,Beans,7,12,2013,14
M78720,8371919,7735451,2013-11-10 07:42:00,Pasta & Noodles,10,11,2013,7
M78720,8371919,15668416,2013-11-10 07:42:00,Banana,10,11,2013,7
M78720,8371919,7572303,2013-11-10 07:42:00,Namkeen,10,11,2013,7
M78720,8371919,7586073,2013-11-10 07:42:00,Instant Pastas,10,11,2013,7
M78720,8371919,34988772,2013-11-10 07:42:00,Other Sweets,10,11,2013,7
M78720,8371919,34987216,2013-11-10 07:42:00,Ice Creams & Desserts,10,11,2013,7
M78720,8371919,7569799,2013-11-10 07:42:00,Namkeen,10,11,2013,7
M78720,8371919,7753787,2013-11-10 07:42:00,Health Drinks,10,11,2013,7
M78720,8371919,15668457,2013-11-10 07:42:00,Brinjals,10,11,2013,7
M78720,8371919,15668381,2013-11-10 07:42:00,Other Vegetables,10,11,2013,7
M78720,8371919,7617882,2013-11-10 07:42:00,Ready Mix,10,11,2013,7
M78720,8371919,7586497,2013-11-10 07:42:00,Namkeen,10,11,2013,7
M82651,6439410,15669863,2014-10-04 10:02:00,Moong Dal,4,10,2014,10
M82651,6439410,34987566,2014-10-04 10:02:00,Whole Spices,4,10,2014,10
M82651,6439410,7573023,2014-10-04 10:02:00,Shaving Blade & Razors,4,10,2014,10
M82651,6439410,15669765,2014-10-04 10:02:00,Urad Dal,4,10,2014,10
M82651,6439410,15669885,2014-10-04 10:02:00,Moong Dal,4,10,2014,10
M82651,6439410,7587677,2014-10-04 10:02:00,Organic Dals & Pulses,4,10,2014,10
M82651,6439410,7587495,2014-10-04 10:02:00,Organic Dals & Pulses,4,10,2014,10
M82651,6439410,15669866,2014-10-04 10:02:00,Other Dals,4,10,2014,10
M82651,6439410,15669778,2014-10-04 10:02:00,Other Dals,4,10,2014,10
M82651,6439410,34986134,2014-10-04 10:02:00,Whole Spices,4,10,2014,10
M82651,6439410,15670251,2014-10-04 10:02:00,Organic F&V,4,10,2014,10
M82651,6439410,15669760,2014-10-04 10:02:00,Whole Spices,4,10,2014,10
M82651,6439410,15669988,2014-10-04 10:02:00,Other Dals,4,10,2014,10
M82651,6489863,7572306,2014-09-11 12:51:00,Snacky Nuts,11,9,2014,12
M82651,6489863,15669881,2014-09-11 12:51:00,Sooji & Rava,11,9,2014,12
M82651,6489863,15669778,2014-09-11 12:51:00,Other Dals,11,9,2014,12
M82651,6489863,15668465,2014-09-11 12:51:00,Root Vegetables,11,9,2014,12
M82651,6489863,15670251,2014-09-11 12:51:00,Organic F&V,11,9,2014,12
M82651,6489863,15668375,2014-09-11 12:51:00,Root Vegetables,11,9,2014,12
M82651,6489863,15669823,2014-09-11 12:51:00,Whole Spices,11,9,2014,12
M82651,6489863,15669866,2014-09-11 12:51:00,Other Dals,11,9,2014,12
M82651,6489863,15668458,2014-09-11 12:51:00,Brinjals,11,9,2014,12
M82651,6489863,15669764,2014-09-11 12:51:00,Besan,11,9,2014,12
M82651,6489863,34934493,2014-09-11 12:51:00,Chips,11,9,2014,12
M82651,6530752,15668379,2014-09-05 10:44:00,Other Vegetables,5,9,2014,10
M82651,6530752,7572254,2014-09-05 10:44:00,Cooking Sauce,5,9,2014,10
M82651,6530752,92392618,2014-09-05 10:44:00,"Shaving Cream, Foam & Gels",5,9,2014,10
M82651,6530752,15670251,2014-09-05 10:44:00,Organic F&V,5,9,2014,10
M82651,6634566,34995180,2014-08-09 13:31:00,Cream Biscuits,9,8,2014,13
M82651,6634566,7572254,2014-08-09 13:31:00,Cooking Sauce,9,8,2014,13
M82651,6634566,7542208,2014-08-09 13:31:00,Basmati Rice,9,8,2014,13
M82651,6634566,34987566,2014-08-09 13:31:00,Whole Spices,9,8,2014,13
M82651,6634566,15668688,2014-08-09 13:31:00,Root Vegetables,9,8,2014,13
M82651,6634566,15669887,2014-08-09 13:31:00,Maida,9,8,2014,13
M82651,6634566,34987569,2014-08-09 13:31:00,Powdered Spices,9,8,2014,13
M82651,6733544,15669887,2014-07-12 19:54:00,Maida,12,7,2014,19
M82651,6733544,7587656,2014-07-12 19:54:00,Organic Rice & Rice Products,12,7,2014,19
M82651,6733544,15668594,2014-07-12 19:54:00,Exotic Vegetables,12,7,2014,19
M82651,6733544,7572254,2014-07-12 19:54:00,Cooking Sauce,12,7,2014,19
M82651,6773565,15669780,2014-07-05 13:48:00,Sugar,5,7,2014,13
M82651,6773565,15669885,2014-07-05 13:48:00,Moong Dal,5,7,2014,13
M82651,6773565,15669760,2014-07-05 13:48:00,Whole Spices,5,7,2014,13
M82651,6773565,15668381,2014-07-05 13:48:00,Other Vegetables,5,7,2014,13
M82651,6773565,15669988,2014-07-05 13:48:00,Other Dals,5,7,2014,13
M82651,6773565,7572254,2014-07-05 13:48:00,Cooking Sauce,5,7,2014,13
M82651,6773565,34986125,2014-07-05 13:48:00,Whole Spices,5,7,2014,13
M82651,6773565,15669762,2014-07-05 13:48:00,Urad Dal,5,7,2014,13
M82651,6773565,92377178,2014-07-05 13:48:00,Hair Oil,5,7,2014,13
M82651,6773565,15669764,2014-07-05 13:48:00,Besan,5,7,2014,13
M82651,6773565,34987566,2014-07-05 13:48:00,Whole Spices,5,7,2014,13
M82651,6773565,7587677,2014-07-05 13:48:00,Organic Dals & Pulses,5,7,2014,13
M82651,6773565,15669791,2014-07-05 13:48:00,Raw Rice,5,7,2014,13
M82651,6773565,15668378,2014-07-05 13:48:00,Other Vegetables,5,7,2014,13
M82651,7470510,15669780,2013-09-03 08:50:00,Sugar,3,9,2013,8
M82651,7470510,34987566,2013-09-03 08:50:00,Whole Spices,3,9,2013,8
M82651,7470510,15668462,2013-09-03 08:50:00,Gourd & Cucumber,3,9,2013,8
M82651,7470510,15669885,2013-09-03 08:50:00,Moong Dal,3,9,2013,8
M82651,7470510,15669866,2013-09-03 08:50:00,Other Dals,3,9,2013,8
M82651,7470510,7625765,2013-09-03 08:50:00,Sunflower Oils,3,9,2013,8
M82651,7470510,7718555,2013-09-03 08:50:00,Other Oils,3,9,2013,8
M82651,7470510,15668457,2013-09-03 08:50:00,Brinjals,3,9,2013,8
M82651,7470510,34986135,2013-09-03 08:50:00,Whole Spices,3,9,2013,8
M82651,7470510,15668379,2013-09-03 08:50:00,Other Vegetables,3,9,2013,8
M82651,7470510,15668375,2013-09-03 08:50:00,Root Vegetables,3,9,2013,8
M82651,7470510,7587494,2013-09-03 08:50:00,Organic Masalas & Spices,3,9,2013,8
M82651,7470510,15669881,2013-09-03 08:50:00,Sooji & Rava,3,9,2013,8
M82651,7470510,15669773,2013-09-03 08:50:00,Urad Dal,3,9,2013,8
M82651,7470510,15669760,2013-09-03 08:50:00,Whole Spices,3,9,2013,8
M82651,7470510,15669988,2013-09-03 08:50:00,Other Dals,3,9,2013,8
M82651,7493575,15668379,2013-08-07 09:24:00,Other Vegetables,7,8,2013,9
M82651,7493575,15669856,2013-08-07 09:24:00,Sugar,7,8,2013,9
M82651,7493575,7642814,2013-08-07 09:24:00,Basmati Rice,7,8,2013,9
M82651,7493575,15668468,2013-08-07 09:24:00,Beans,7,8,2013,9
M82651,7493575,15668688,2013-08-07 09:24:00,Root Vegetables,7,8,2013,9
M82651,7493575,92383200,2013-08-07 09:24:00,Liquid Detergent,7,8,2013,9
M82651,7496213,7625765,2013-08-09 09:22:00,Sunflower Oils,9,8,2013,9
M82651,7496213,15669762,2013-08-09 09:22:00,Urad Dal,9,8,2013,9
M82651,7496213,7718555,2013-08-09 09:22:00,Other Oils,9,8,2013,9
M82651,7496213,15669988,2013-08-09 09:22:00,Other Dals,9,8,2013,9
M82651,7496213,15669964,2013-08-09 09:22:00,Raisins,9,8,2013,9
M82651,7496213,15670269,2013-08-09 09:22:00,Other Dals,9,8,2013,9
M82651,7496213,15669976,2013-08-09 09:22:00,Almonds,9,8,2013,9
M82651,7513296,15668460,2013-07-11 10:00:00,Gourd & Cucumber,11,7,2013,10
M82651,7513296,15668688,2013-07-11 10:00:00,Root Vegetables,11,7,2013,10
M82651,7513296,15668379,2013-07-11 10:00:00,Other Vegetables,11,7,2013,10
M82651,7567060,15669866,2013-07-03 08:50:00,Other Dals,3,7,2013,8
M82651,7567060,15669788,2013-07-03 08:50:00,Raw Rice,3,7,2013,8
M82651,7567060,15668457,2013-07-03 08:50:00,Brinjals,3,7,2013,8
M82651,7567060,7543241,2013-07-03 08:50:00,Organic Dals & Pulses,3,7,2013,8
M82651,7567060,7587495,2013-07-03 08:50:00,Organic Dals & Pulses,3,7,2013,8
M82651,7567060,15669885,2013-07-03 08:50:00,Moong Dal,3,7,2013,8
M82651,7567060,15669988,2013-07-03 08:50:00,Other Dals,3,7,2013,8
M82651,7567060,15669765,2013-07-03 08:50:00,Urad Dal,3,7,2013,8
M82651,7567060,15670269,2013-07-03 08:50:00,Other Dals,3,7,2013,8
M82651,7567060,15668462,2013-07-03 08:50:00,Gourd & Cucumber,3,7,2013,8
M82651,7585394,7572312,2013-06-01 12:32:00,Namkeen,1,6,2013,12
M82651,7585394,34986119,2013-06-01 12:32:00,Whole Spices,1,6,2013,12
M82651,7585394,7587494,2013-06-01 12:32:00,Organic Masalas & Spices,1,6,2013,12
M82651,7585394,7625765,2013-06-01 12:32:00,Sunflower Oils,1,6,2013,12
M82651,7585394,92283342,2013-06-01 12:32:00,Shaving Blade & Razors,1,6,2013,12
M82651,7585394,15669823,2013-06-01 12:32:00,Whole Spices,1,6,2013,12
M82651,7585394,15669965,2013-06-01 12:32:00,Raisins,1,6,2013,12
M82651,7585394,15668457,2013-06-01 12:32:00,Brinjals,1,6,2013,12
M82651,7585394,15669762,2013-06-01 12:32:00,Urad Dal,1,6,2013,12
M82651,7585394,15669771,2013-06-01 12:32:00,Maida,1,6,2013,12
M82651,7585394,15669780,2013-06-01 12:32:00,Sugar,1,6,2013,12
M82651,7585394,15668379,2013-06-01 12:32:00,Other Vegetables,1,6,2013,12
M82651,7585394,15669988,2013-06-01 12:32:00,Other Dals,1,6,2013,12
M82651,7585394,15669976,2013-06-01 12:32:00,Almonds,1,6,2013,12
M82651,7585394,7543241,2013-06-01 12:32:00,Organic Dals & Pulses,1,6,2013,12
M82651,7585394,7572307,2013-06-01 12:32:00,Namkeen,1,6,2013,12
M82651,7585394,15669764,2013-06-01 12:32:00,Besan,1,6,2013,12
M82651,7585394,92388000,2013-06-01 12:32:00,Namkeen,1,6,2013,12
M82651,7585394,15669881,2013-06-01 12:32:00,Sooji & Rava,1,6,2013,12
M82651,7874088,15669988,2014-06-10 16:16:00,Other Dals,10,6,2014,16
M82651,7874088,15668458,2014-06-10 16:16:00,Brinjals,10,6,2014,16
M82651,7874088,15669887,2014-06-10 16:16:00,Maida,10,6,2014,16
M82651,7874088,7572254,2014-06-10 16:16:00,Cooking Sauce,10,6,2014,16
M82651,7874088,15668375,2014-06-10 16:16:00,Root Vegetables,10,6,2014,16
M82651,7874088,34987566,2014-06-10 16:16:00,Whole Spices,10,6,2014,16
M82651,7874088,15668465,2014-06-10 16:16:00,Root Vegetables,10,6,2014,16
M82651,7874088,15668381,2014-06-10 16:16:00,Other Vegetables,10,6,2014,16
M82651,7874088,15669780,2014-06-10 16:16:00,Sugar,10,6,2014,16
M82651,7911068,7587677,2014-06-01 15:27:00,Organic Dals & Pulses,1,6,2014,15
M82651,7911068,15668458,2014-06-01 15:27:00,Brinjals,1,6,2014,15
M82651,7911068,15668375,2014-06-01 15:27:00,Root Vegetables,1,6,2014,15
M82651,7911068,34995180,2014-06-01 15:27:00,Cream Biscuits,1,6,2014,15
M82651,7911068,15669885,2014-06-01 15:27:00,Moong Dal,1,6,2014,15
M82651,7911068,15668378,2014-06-01 15:27:00,Other Vegetables,1,6,2014,15
M82651,7911068,15669765,2014-06-01 15:27:00,Urad Dal,1,6,2014,15
M82651,7967659,15669762,2014-05-06 11:12:00,Urad Dal,6,5,2014,11
M82651,7967659,15669860,2014-05-06 11:12:00,Moong Dal,6,5,2014,11
M82651,7967659,15668468,2014-05-06 11:12:00,Beans,6,5,2014,11
M82651,7967659,7572254,2014-05-06 11:12:00,Cooking Sauce,6,5,2014,11
M82651,7967659,15669887,2014-05-06 11:12:00,Maida,6,5,2014,11
M82651,7967659,15668458,2014-05-06 11:12:00,Brinjals,6,5,2014,11
M82651,7967659,15668378,2014-05-06 11:12:00,Other Vegetables,6,5,2014,11
M82651,7967659,29247044,2014-05-06 11:12:00,Besan,6,5,2014,11
M82651,7967659,15668375,2014-05-06 11:12:00,Root Vegetables,6,5,2014,11
M82651,7967659,15669866,2014-05-06 11:12:00,Other Dals,6,5,2014,11
M82651,7973387,15669817,2014-05-08 16:35:00,Whole Spices,8,5,2014,16
M82651,7973387,7596673,2014-05-08 16:35:00,Cream Biscuits,8,5,2014,16
M82651,7981536,15669970,2014-05-11 17:29:00,Cashews,11,5,2014,17
M82651,7981536,34986118,2014-05-11 17:29:00,Whole Spices,11,5,2014,17
M82651,7981536,15668375,2014-05-11 17:29:00,Root Vegetables,11,5,2014,17
M82651,7981536,34986124,2014-05-11 17:29:00,Other Dry Fruits,11,5,2014,17
M82651,8038924,15669881,2014-04-12 10:35:00,Sooji & Rava,12,4,2014,10
M82651,8038924,15669765,2014-04-12 10:35:00,Urad Dal,12,4,2014,10
M82651,8038924,15668460,2014-04-12 10:35:00,Gourd & Cucumber,12,4,2014,10
M82651,8038924,15669866,2014-04-12 10:35:00,Other Dals,12,4,2014,10
M82651,8038924,15669760,2014-04-12 10:35:00,Whole Spices,12,4,2014,10
M82651,8038924,15668378,2014-04-12 10:35:00,Other Vegetables,12,4,2014,10
M82651,8038924,15669764,2014-04-12 10:35:00,Besan,12,4,2014,10
M82651,8038924,15669856,2014-04-12 10:35:00,Sugar,12,4,2014,10
M82651,8038924,15669887,2014-04-12 10:35:00,Maida,12,4,2014,10
M82651,8038924,7587495,2014-04-12 10:35:00,Organic Dals & Pulses,12,4,2014,10
M82651,8038924,15668375,2014-04-12 10:35:00,Root Vegetables,12,4,2014,10
M82651,8038924,15669864,2014-04-12 10:35:00,Other Dals,12,4,2014,10
M82651,8038924,15669784,2014-04-12 10:35:00,Basmati Rice,12,4,2014,10
M82651,8038924,7587677,2014-04-12 10:35:00,Organic Dals & Pulses,12,4,2014,10
M82651,8038924,34986134,2014-04-12 10:35:00,Whole Spices,12,4,2014,10
M82651,8038924,15668468,2014-04-12 10:35:00,Beans,12,4,2014,10
M82651,8038924,15669861,2014-04-12 10:35:00,Raw Peanuts,12,4,2014,10
M82651,8038924,34987566,2014-04-12 10:35:00,Whole Spices,12,4,2014,10
M82651,8096040,21408940,2014-03-12 15:07:00,Whole Grains,12,3,2014,15
M82651,8096040,15668381,2014-03-12 15:07:00,Other Vegetables,12,3,2014,15
M82651,8096040,15668378,2014-03-12 15:07:00,Other Vegetables,12,3,2014,15
M82651,8096040,15668468,2014-03-12 15:07:00,Beans,12,3,2014,15
M82651,8096040,15668375,2014-03-12 15:07:00,Root Vegetables,12,3,2014,15
M82651,8096040,15668458,2014-03-12 15:07:00,Brinjals,12,3,2014,15
M82651,8218834,7543241,2014-02-09 10:04:00,Organic Dals & Pulses,9,2,2014,10
M82651,8218834,29247044,2014-02-09 10:04:00,Besan,9,2,2014,10
M82651,8218834,15668594,2014-02-09 10:04:00,Exotic Vegetables,9,2,2014,10
M82651,8218834,15668465,2014-02-09 10:04:00,Root Vegetables,9,2,2014,10
M82651,8218834,15668494,2014-02-09 10:04:00,Exotic Vegetables,9,2,2014,10
M82651,8218834,15669771,2014-02-09 10:04:00,Maida,9,2,2014,10
M82651,8218834,15668378,2014-02-09 10:04:00,Other Vegetables,9,2,2014,10
M82651,8218834,93219627,2014-02-09 10:04:00,Home & Air Freshener,9,2,2014,10
M82651,8218834,15668477,2014-02-09 10:04:00,Exotic Vegetables,9,2,2014,10
M82651,8218834,15669988,2014-02-09 10:04:00,Other Dals,9,2,2014,10
M82651,8218834,15668375,2014-02-09 10:04:00,Root Vegetables,9,2,2014,10
M82651,8218834,15669780,2014-02-09 10:04:00,Sugar,9,2,2014,10
M82651,8218834,34993051,2014-02-09 10:04:00,Home & Air Freshener,9,2,2014,10
M82651,8218834,15669880,2014-02-09 10:04:00,Sooji & Rava,9,2,2014,10
M82651,8218834,15669760,2014-02-09 10:04:00,Whole Spices,9,2,2014,10
M82651,8218834,34987566,2014-02-09 10:04:00,Whole Spices,9,2,2014,10
M82651,8218834,15668381,2014-02-09 10:04:00,Other Vegetables,9,2,2014,10
M82651,8282207,7587677,2014-01-07 15:52:00,Organic Dals & Pulses,7,1,2014,15
M82651,8282207,15668381,2014-01-07 15:52:00,Other Vegetables,7,1,2014,15
M82651,8282207,7587490,2014-01-07 15:52:00,Organic Dals & Pulses,7,1,2014,15
M82651,8282207,7569801,2014-01-07 15:52:00,Namkeen,7,1,2014,15
M82651,8282207,15669885,2014-01-07 15:52:00,Moong Dal,7,1,2014,15
M82651,8282207,15668460,2014-01-07 15:52:00,Gourd & Cucumber,7,1,2014,15
M82651,8282207,15669780,2014-01-07 15:52:00,Sugar,7,1,2014,15
M82651,8282207,15669866,2014-01-07 15:52:00,Other Dals,7,1,2014,15
M82651,8282207,29247044,2014-01-07 15:52:00,Besan,7,1,2014,15
M82651,8282207,7630966,2014-01-07 15:52:00,Regular Pasta,7,1,2014,15
M82651,8282207,15669910,2014-01-07 15:52:00,Brinjals,7,1,2014,15
M82651,8282207,15668478,2014-01-07 15:52:00,Banana,7,1,2014,15
M82651,8282207,15670251,2014-01-07 15:52:00,Organic F&V,7,1,2014,15
M82651,8282207,15669988,2014-01-07 15:52:00,Other Dals,7,1,2014,15
M82651,8282207,15668378,2014-01-07 15:52:00,Other Vegetables,7,1,2014,15
M82651,8282207,15669769,2014-01-07 15:52:00,Other Dals,7,1,2014,15
M82651,8282207,7572306,2014-01-07 15:52:00,Snacky Nuts,7,1,2014,15
M82651,8282207,7572310,2014-01-07 15:52:00,Namkeen,7,1,2014,15
M82651,8285429,7543247,2014-01-09 10:44:00,Organic Dals & Pulses,9,1,2014,10
M82651,8296865,15669764,2013-12-11 09:55:00,Besan,11,12,2013,9
M82651,8296865,15668465,2013-12-11 09:55:00,Root Vegetables,11,12,2013,9
M82651,8296865,15669988,2013-12-11 09:55:00,Other Dals,11,12,2013,9
M82651,8296865,15669910,2013-12-11 09:55:00,Brinjals,11,12,2013,9
M82651,8296865,15669821,2013-12-11 09:55:00,Whole Spices,11,12,2013,9
M82651,8296865,7543241,2013-12-11 09:55:00,Organic Dals & Pulses,11,12,2013,9
M82651,8296865,15668457,2013-12-11 09:55:00,Brinjals,11,12,2013,9
M82651,8296865,15669861,2013-12-11 09:55:00,Raw Peanuts,11,12,2013,9
M82651,8296865,7632452,2013-12-11 09:55:00,Liquid Detergent,11,12,2013,9
M82651,8296865,15668460,2013-12-11 09:55:00,Gourd & Cucumber,11,12,2013,9
M82651,8296865,15669771,2013-12-11 09:55:00,Maida,11,12,2013,9
M82651,8296865,7718555,2013-12-11 09:55:00,Other Oils,11,12,2013,9
M82651,8296865,15669780,2013-12-11 09:55:00,Sugar,11,12,2013,9
M82651,8296865,15669881,2013-12-11 09:55:00,Sooji & Rava,11,12,2013,9
M82651,8344795,15668458,2013-12-02 11:00:00,Brinjals,2,12,2013,11
M82651,8344795,15669780,2013-12-02 11:00:00,Sugar,2,12,2013,11
M82651,8344795,15669988,2013-12-02 11:00:00,Other Dals,2,12,2013,11
M82651,8344795,15668478,2013-12-02 11:00:00,Banana,2,12,2013,11
M82651,8344795,7572311,2013-12-02 11:00:00,Namkeen,2,12,2013,11
M82651,8344795,15668375,2013-12-02 11:00:00,Root Vegetables,2,12,2013,11
M82651,8344795,7623116,2013-12-02 11:00:00,Liquid Soaps & Bars,2,12,2013,11
M82651,8344795,34987566,2013-12-02 11:00:00,Whole Spices,2,12,2013,11
M82651,8344795,15668378,2013-12-02 11:00:00,Other Vegetables,2,12,2013,11
